Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Popile,https://www.crunchbase.com/funding_round/popile-seed--493a7ddc,Seed,4000000,USD,4000000,2023-06-01,3,2,Popile is a platform that allows users to get unforgettable memories with celebrity shout out videos and video calls.,"Celebrity, Digital Entertainment, Gift, Media and Entertainment, Music, Personalization, Video on Demand","Istanbul, Istanbul, Turkey, Europe",,https://popile.com/,Popile,https://www.crunchbase.com/organization/popile
Seed Round - Shopstory,https://www.crunchbase.com/funding_round/boomerank-seed--2c8190e1,Seed,1000000,EUR,1072558,2023-05-25,5,5,Shopstory is a SaaS that helps eCommerce companies grow automatically with help of AI and the creation of an immense data hub.,"Analytics, Artificial Intelligence, E-Commerce, Marketing Automation, SaaS","Vienna, Wien, Austria, Europe",,https://www.shopstory.ai,Shopstory,https://www.crunchbase.com/organization/boomerank
Pre Seed Round - Traxlo,https://www.crunchbase.com/funding_round/traxlo-pre-seed--0d41120c,Pre-Seed,600000,EUR,645338,2023-05-24,4,5,The operator of grocery store tasks & staff marketplace - Tasku.app,"Marketplace, Retail, Retail Technology, Software","Vilnius, Vilniaus Apskritis, Lithuania, Europe",,https://traxlo.com/,Traxlo,https://www.crunchbase.com/organization/traxlo
Pre Seed Round - Loewi,https://www.crunchbase.com/funding_round/loewi-e050-pre-seed--31e49fb5,Pre-Seed,1000000,EUR,1076947,2023-05-23,2,1,Loewi allows you to sell your two-wheeled companion.,"Electric Vehicle, Manufacturing, Marketplace","Paris, Ile-de-France, France, Europe",,https://loewi.fr/,Loewi,https://www.crunchbase.com/organization/loewi-e050
Pre Seed Round - Swoperz,https://www.crunchbase.com/funding_round/swoperz-pre-seed--53bb5fc0,Pre-Seed,250000,GBP,313872,2023-06-08,1,1,Swoperz is a marketplace for used children's apparel.,"Children, Fashion, Retail","London, England, United Kingdom, Europe",,https://swoperz.com/,Swoperz,https://www.crunchbase.com/organization/swoperz
Seed Round - Hands In,https://www.crunchbase.com/funding_round/hands-in-seed--feecac90,Seed,550000,USD,550000,2023-05-15,,2,Building the first payment method enabling groups to checkout online.,"E-Commerce, Financial Services, Mobile Payments, Payments","London, England, United Kingdom, Europe",,http://www.handsin.co.uk,Hands In,https://www.crunchbase.com/organization/hands-in
Seed Round - WeArisma,https://www.crunchbase.com/funding_round/wearisma-seed--667d79b1,Seed,2500000,GBP,3101502,2023-06-06,1,2,"Wearisma is a premium influencer marketing solution for brands, agencies & influencers.","Brand Marketing, Content Marketing, Shopping, Social Media Marketing","London, England, United Kingdom, Europe",,http://www.wearisma.com/,WeArisma,https://www.crunchbase.com/organization/wearisma
Seed Round - Frenter,https://www.crunchbase.com/funding_round/frenter-seed--7b461c2f,Seed,1000000,USD,1000000,2023-05-15,9,6,Next-Gen Asset Management for Heavy Equipment Operations,"B2B, Big Data, Information Services, Rental, SaaS","Halifax, Nova Scotia, Canada, North America",,https://frenter.com,Frenter,https://www.crunchbase.com/organization/frenter
Pre Seed Round - Sova Health,https://www.crunchbase.com/funding_round/sova-health-pre-seed--d393bdce,Pre-Seed,,,,2023-06-08,1,4,Sova Health is a precision nutrition platform providing evidence backed personalised nutrition based on AI driven blood biomarker analysis.,"Health Care, Machine Learning, Retail, Wellness","Singapore, Central Region, Singapore, Asia",,https://www.sova.health/,Sova Health,https://www.crunchbase.com/organization/sova-health
Seed Round - Genetica,https://www.crunchbase.com/funding_round/genetica-seed--0f3fa972,Seed,500000,USD,500000,2023-05-24,4,1,"Genetica provides exact product suggestions, guaranteeing that clients obtain the best product for their wants, biochemistry.","Artificial Intelligence, Cannabis, Retail Technology, SaaS, Software, Wellness",,,https://www.getgenetica.com,Genetica,https://www.crunchbase.com/organization/genetica
Pre Seed Round - Giverly,https://www.crunchbase.com/funding_round/giverly-pre-seed--b046e162,Pre-Seed,,,,2023-05-16,1,1,Giverly is an online charity cashback platform that converts everyday online shopping into free and meaningful donations to charities.,"Affiliate Marketing, Charity, E-Commerce, E-Commerce Platforms, Social Entrepreneurship","Gurgaon, Haryana, India, Asia",,https://giverly.co/,Giverly,https://www.crunchbase.com/organization/giverly
Pre Seed Round - Mobius Materials,https://www.crunchbase.com/funding_round/mobius-materials-pre-seed--c5b8bd69,Pre-Seed,735000,USD,735000,2023-05-16,2,4,Mobius Materials is a marketplace for buying and selling preowned electronic components.,"Electronics, Marketplace, Sustainability, Waste Management","San Francisco, California, United States, North America",,https://www.mobiusmaterials.com,Mobius Materials,https://www.crunchbase.com/organization/mobius-materials
Seed Round - Candy Funhouse,https://www.crunchbase.com/funding_round/candy-funhouse-seed--743fbdd0,Seed,,,,2023-06-06,1,1,Candy Funhouse is an online candy retailer that prides itself on creating meaningful experiences worth sharing!,"Confectionery, Retail, Snack Food","Toronto, Ontario, Canada, North America",,https://candyfunhouse.com,Candy Funhouse,https://www.crunchbase.com/organization/candy-funhouse
Pre Seed Round - iDesign.Market,https://www.crunchbase.com/funding_round/idesign-market-1ab8-pre-seed--b5720542,Pre-Seed,200000,USD,200000,2023-06-02,1,1,"iDesign is an online marketplace providing SaaS, Design Tools and workflow features, dedicated to Interior Community.","Marketplace, SaaS","Delhi, Delhi, India, Asia",,https://www.idesign.market/,iDesign.Market,https://www.crunchbase.com/organization/idesign-market-1ab8
Pre Seed Round - Everewear,https://www.crunchbase.com/funding_round/everewear-pre-seed--12215964,Pre-Seed,10000,USD,10000,2023-05-24,1,1,everewear is an e-commerce business dedicated to creating a streamlined process.,"E-Commerce, Retail","Indianapolis, Indiana, United States, North America",,https://everewear.com/,Everewear,https://www.crunchbase.com/organization/everewear
Seed Round - PartnerSlate,https://www.crunchbase.com/funding_round/parnterslate-seed--88d11075,Seed,4000000,USD,4000000,2023-06-09,7,2,"B2B marketplace for food CPG brands to connect with co-manufacturers, working capital, and other partners.","B2B, Food Processing, IaaS, Marketplace","San Francisco, California, United States, North America",$1M to $10M,https://partnerslate.com,PartnerSlate,https://www.crunchbase.com/organization/parnterslate
Seed Round - Happy Plates,https://www.crunchbase.com/funding_round/feinkoch-seed--1c028cc7,Seed,,,,2023-05-17,4,3,"Happy Plates is a meal planning, grocery shopping & cooking have never been easier.","Cooking, Digital Media, E-Commerce, Food Delivery, Recipes","Vienna, Wien, Austria, Europe",,https://happyplates.com,Happy Plates,https://www.crunchbase.com/organization/feinkoch
Pre Seed Round - BOND,https://www.crunchbase.com/funding_round/bond-d337-pre-seed--622088f9,Pre-Seed,2000000,USD,2000000,2023-06-06,7,1,"BOND is the first inspiration-driven live shopping platform that connects creators, brands, and consumers.","Content Marketing, E-Commerce Platforms, Shopping","Los Angeles, California, United States, North America",,https://www.joinbond.co/,BOND,https://www.crunchbase.com/organization/bond-d337
Pre Seed Round - Tufud,https://www.crunchbase.com/funding_round/tufud-pre-seed--1d148b1a,Pre-Seed,,,,2023-05-24,1,1,Saas B2B,"Food and Beverage, Food Delivery, Marketing, Restaurants, SaaS, Supply Chain Management, Wholesale","Tandil, Buenos Aires, Argentina, South America",,https://tufud.co,Tufud,https://www.crunchbase.com/organization/tufud
Pre Seed Round - Price Lab,https://www.crunchbase.com/funding_round/price-lab-pre-seed--b0ec39cb,Pre-Seed,,,,2023-05-24,1,1,Digitizing retail through scalable tools for pricing.,"Retail Technology, Software","Lima, Lima, Peru, South America",,https://www.pricelab.com.pe,Price Lab,https://www.crunchbase.com/organization/price-lab
Seed Round - MetaZone,https://www.crunchbase.com/funding_round/metazone-seed--69a899e8,Seed,3000000,USD,3000000,2023-05-30,8,1,MetaZone is the content distribution platform designed to enable tokenized applications to exist in the open metaverse,"Blockchain, Computer, E-Commerce, Gaming, Marketplace, Virtual Goods, Virtual Reality","Singapore, Central Region, Singapore, Asia",,https://metazone.io/,MetaZone,https://www.crunchbase.com/organization/metazone
Seed Round - Circly,https://www.crunchbase.com/funding_round/ordito-seed--57b58d60,Seed,,,,2023-06-06,6,2,Machine Learning based Prediction System for the retail sector to forecast demand - PaaS - save resources!,"Artificial Intelligence, Machine Learning, Predictive Analytics, Retail, SaaS, Supply Chain Management","Vienna, Wien, Austria, Europe",,https://www.circly.at,Circly,https://www.crunchbase.com/organization/ordito
Seed Round - Duke,https://www.crunchbase.com/funding_round/duke-seed--dd19f419,Seed,,,,2023-05-17,4,2,The first entirely digital and seamless Car Rental Experience,"Delivery Service, Internet, Logistics, Rental, Software","Berlin, Berlin, Germany, Europe",,https://www.call-a-duke.com,Duke,https://www.crunchbase.com/organization/duke
Pre Seed Round - On Demand Deals,https://www.crunchbase.com/funding_round/on-demand-deals-pre-seed--a44ee4e0,Pre-Seed,,,,2023-06-08,1,1,On Demand Deals specializes in e-commerce and logistics and helps cloud convenience stores by transforming any unused space into business.,"E-Commerce, Logistics","Pasig, Rizal, Philippines, Asia",,https://ondemand.deals/,On Demand Deals,https://www.crunchbase.com/organization/on-demand-deals
Seed Round - Codimi,https://www.crunchbase.com/funding_round/codimi-seed--af85594f,Seed,,,,2023-05-30,1,1,Codimi is a virtual try-on fashion styling platform for shopping.,"E-Commerce, Fashion, Mobile Apps, Shopping","Kangnam, Cholla-namdo, South Korea, Asia",,https://codime.io,Codimi,https://www.crunchbase.com/organization/codimi
Pre Seed Round - Cress,https://www.crunchbase.com/funding_round/cress-67d1-pre-seed--6a1a99db,Pre-Seed,150000,GBP,186538,2023-06-07,,1,Cress is a new online marketplace focused to buying and selling gently used children's apparel.,"Fashion, Marketplace, Textiles","Manchester, Manchester, United Kingdom, Europe",,https://www.wearecress.com/,Cress,https://www.crunchbase.com/organization/cress-67d1
Seed Round - U.mode,https://www.crunchbase.com/funding_round/u-mode-seed--0747e72d,Seed,2700000,BRL,543708,2023-05-18,2,1,U.mode is one of the fashion companies in the process of digital transformation.,"Email, Fashion, Information Technology, Lifestyle, Retail Technology","São Paulo, Sao Paulo, Brazil, South America",$1M to $10M,https://umode.com.br,U.mode,https://www.crunchbase.com/organization/u-mode
Seed Round - Bocoloco,https://www.crunchbase.com/funding_round/bocoloco-seed--c9abfdf6,Seed,1400000,EUR,1501245,2023-05-30,1,2,Bocoloco is a grocery store that aims to make zero waste accessible to everyone.,"E-Commerce, Grocery","Paris, Ile-de-France, France, Europe",,https://www.bocoloco.fr/,Bocoloco,https://www.crunchbase.com/organization/bocoloco
Seed Round - Boreas Campers,https://www.crunchbase.com/funding_round/boreas-campers-seed--7b3df819,Seed,550000,USD,550000,2023-05-30,,1,Boreas Campers provides off-road trailers for the construction industry.,"Rental, Transportation, Travel","Pueblo, Colorado, United States, North America",$1M to $10M,https://boreascampers.com,Boreas Campers,https://www.crunchbase.com/organization/boreas-campers
Seed Round - Jugyah,https://www.crunchbase.com/funding_round/jugyah-seed--7d97ae1d,Seed,,,,2023-07-01,12,1,"India's only fin-tech powered, end to end, digital home rental broker.","Marketplace, Property Management, Real Estate","Mumbai, Maharashtra, India, Asia",,https://www.jugyah.com,Jugyah,https://www.crunchbase.com/organization/jugyah
Pre Seed Round - Minimal Club,https://www.crunchbase.com/funding_round/minimal-club-pre-seed--5a2af1a3,Pre-Seed,2000000,BRL,400004,2023-05-19,1,1,Minimal Club is specializing in men's basic T-shirts.,"Brand Marketing, Consumer Goods, E-Commerce","Belo Horizonte, Minas Gerais, Brazil, South America",,https://minimalclub.com.br,Minimal Club,https://www.crunchbase.com/organization/minimal-club
Seed Round - Deovlet Wines,https://www.crunchbase.com/funding_round/deovlet-wines-seed--a322e895,Seed,650000,USD,650000,2023-05-26,,1,"Deovlet Wines produces classic wines that have both richness and freshness, showing individual and distinctive character.","E-Commerce, Food and Beverage, Wine And Spirits","San Luis Obispo, California, United States, North America",,https://www.deovletwines.com/,Deovlet Wines,https://www.crunchbase.com/organization/deovlet-wines
Pre Seed Round - AI Product Plaza,https://www.crunchbase.com/funding_round/ai-product-plaza-pre-seed--5591addd,Pre-Seed,3000,USD,3000,2023-05-20,,1,AI Product Plaza is an innovative online marketplace that focuses exclusively on AI products.,"Artificial Intelligence, E-Commerce","Charleston, South Carolina, United States, North America",,https://aiproductplaza.com/,AI Product Plaza,https://www.crunchbase.com/organization/ai-product-plaza
Seed Round - Red Clay Hot Sauce,https://www.crunchbase.com/funding_round/red-clay-hot-sauce-seed--b6e9f87b,Seed,386479,USD,386479,2023-05-23,,6,Red Clay is a digital-savvy hot sauce and hot honey brand.,"Food and Beverage, Retail","Charleston, South Carolina, United States, North America",$1M to $10M,https://redclayhotsauce.com/,Red Clay Hot Sauce,https://www.crunchbase.com/organization/red-clay-hot-sauce
Seed Round - Finch Insights,https://www.crunchbase.com/funding_round/finch-insights-seed--7d566fb0,Seed,3230428,USD,3230428,2023-05-18,,3,Finch decodes products' environmental impacts to help consumers and businesses make better decisions.,"Consumer, E-Commerce, Software","Denver, Colorado, United States, North America",,https://www.choosefinch.com ,Finch Insights,https://www.crunchbase.com/organization/finch-insights
Seed Round - Reefreshed,https://www.crunchbase.com/funding_round/reefreshed-seed--76f31143,Seed,,,,2023-06-06,4,3,Reefreshed is a technology company that provides on-demand goods & services for the 21st century.,"Delivery Service, E-Commerce, Grocery, Logistics, Mobile Apps, SaaS, Service Industry, Shopping, Software","Toronto, Ontario, Canada, North America",Less than $1M,http://www.reefreshed.com,Reefreshed,https://www.crunchbase.com/organization/reefreshed
Seed Round - Spooler™ est 2016,https://www.crunchbase.com/funding_round/spooler-seed--0109a837,Seed,288300,USD,288300,2023-05-21,4,1,Spooler provides technology and digital products to improve the virtual shopping experience for online fashion consumers.,"Apps, Consulting, E-Commerce, Software","Laguna Beach, California, United States, North America",,https://www.spooler.co,Spooler™ est 2016,https://www.crunchbase.com/organization/spooler
Seed Round - AfterSchool HQ,https://www.crunchbase.com/funding_round/afterschool-hq-seed--372f4c6d,Seed,3000000,USD,3000000,2023-06-02,7,2,"AfterSchool HQ replaces the extracurricular activity flyer at schools enabling parents to find, register, and pay for programs online.","EdTech, Marketplace, Software","Fishers, Indiana, United States, North America",,https://afterschoolhq.com/,AfterSchool HQ,https://www.crunchbase.com/organization/afterschool-hq
Seed Round - Influence Studios,https://www.crunchbase.com/funding_round/influence-studios-seed--bfeadd01,Seed,325000,USD,325000,2023-05-30,,1,Influence Studios provides a photo and video rental studio that features 12 sets styled for clients' production needs.,"Content, Photography, Rental, Rental Property","San Diego, California, United States, North America",,https://influencestudios.com/,Influence Studios,https://www.crunchbase.com/organization/influence-studios
Pre Seed Round - Shop Zetu,https://www.crunchbase.com/funding_round/shop-zetu-pre-seed--ae21c660,Pre-Seed,1000000,USD,1000000,2023-06-01,3,1,ShopZetu is a fashion technology company that powers online fashion retail in Africa,"E-Commerce, Fashion, Information Services","Nairobi, Nairobi Area, Kenya, Africa",$1M to $10M,https://shopzetu.com/,Shop Zetu,https://www.crunchbase.com/organization/shop-zetu
Seed Round - Juiced,https://www.crunchbase.com/funding_round/juiced-12ab-seed--91ca358a,Seed,100000,USD,100000,2023-05-25,2,1,"An app that helps sellers source, list, and manage inventory.","Customer Service, E-Commerce, Information Technology, Mobile Apps, Sales, Software","Lewes, Delaware, United States, North America",,https://www.juiced.io,Juiced,https://www.crunchbase.com/organization/juiced-12ab
Pre Seed Round - Smilie,https://www.crunchbase.com/funding_round/smilie-pre-seed--510ab09b,Pre-Seed,125000,USD,125000,2023-05-15,1,2,"Smilie offers a simple-to-use dashboard, allowing businesses to easily navigate and manage the gifting process.","Gift, SaaS, Software","Singapore, Central Region, Singapore, Asia",,https://smilie.io,Smilie,https://www.crunchbase.com/organization/smilie
Pre Seed Round - Afrigility,https://www.crunchbase.com/funding_round/afrigility-pre-seed--75c9f773,Pre-Seed,50000,USD,50000,2023-06-09,1,1,On-demand warehousing and logistics marketplace in Africa,"E-Commerce, Marketplace, Software, Warehousing","Nairobi, Nairobi Area, Kenya, Africa",,https://www.afrigility.com/,Afrigility,https://www.crunchbase.com/organization/afrigility
Pre Seed Round - Pattern Project,https://www.crunchbase.com/funding_round/pattern-project-pre-seed--dc5c3968,Pre-Seed,,,,2023-06-01,1,2,"Pattern Project designs, manufacture, sells customized clothing, apparels and fashion products.","Fashion, Manufacturing, Retail, Textiles","West Dulwich, Greenwich, United Kingdom, Europe",,https://www.pattern-project.com/,Pattern Project,https://www.crunchbase.com/organization/pattern-project
Pre Seed Round - ePoultry,https://www.crunchbase.com/funding_round/epoultry-pre-seed--3272418f,Pre-Seed,50000,USD,50000,2023-06-09,1,6,ePoultry is a marketplace that connects farmers to input finance,"Agriculture, AgTech, Financial Services, Logistics, Marketplace, Software","Austin, Texas, United States, North America",,https://www.epoultry.africa,ePoultry,https://www.crunchbase.com/organization/epoultry
Pre Seed Round - Arear,https://www.crunchbase.com/funding_round/area-inc-pre-seed--24cc9ce2,Pre-Seed,5000,NGN,10,2023-07-07,1,1,"It's a promising technology company with focus on software, saas and consumer services.","Artificial Intelligence, Consulting, Consumer Electronics, E-Commerce, Hardware, Information Technology, Machine Learning, Mobile Apps, SaaS, Software","Redwood City, California, United States, North America",,https://arearhq.com,Arear,https://www.crunchbase.com/organization/area-inc
Seed Round - DaVinci Lock,https://www.crunchbase.com/funding_round/davinci-lock-seed--7c005b5a,Seed,680000,USD,680000,2023-06-05,,1,"DaVinci Lock is an e-commerce platform that offers lock drop boxes, instructional signs, train chains, and accessories products.","E-Commerce, Retail, Sales","Raleigh, North Carolina, United States, North America",$1M to $10M,https://davincilock.com,DaVinci Lock,https://www.crunchbase.com/organization/davinci-lock
Pre Seed Round - Kurier,https://www.crunchbase.com/funding_round/kurier-pre-seed--b7df7f8e,Pre-Seed,,,,2023-05-31,1,2,Kurier is a next-gen shipping platform across North America.,"E-Commerce, Internet, Shipping, Transportation","Berkeley, California, United States, North America",,https://www.kurier.tech/,Kurier,https://www.crunchbase.com/organization/kurier
Seed Round - Bellame,https://www.crunchbase.com/funding_round/bellame-seed--9cd7e36a,Seed,,,,2023-05-28,1,1,"Bellame is a beauty, cosmetic, and personal care industry firm.","Beauty, Gift Card, Sales, Shipping, Shopping","Fort Worth, Texas, United States, North America",$1M to $10M,https://www.bellame.com/,Bellame,https://www.crunchbase.com/organization/bellame
Pre Seed Round - BoxHaul,https://www.crunchbase.com/funding_round/boxhaul-pre-seed--4a38e2de,Pre-Seed,120000,GBP,149771,2023-05-17,1,1,BoxHaul is the UK's first container haulage marketplace that optimizes inland container transport by reducing empty backloads.,"Logistics, Marketplace, SaaS, Transportation","London, England, United Kingdom, Europe",,https://boxhaul.co.uk,BoxHaul,https://www.crunchbase.com/organization/boxhaul
Pre Seed Round - Tradeup Exchange,https://www.crunchbase.com/funding_round/tradeup-exchange-pre-seed--8f69d0a1,Pre-Seed,,,,2023-05-20,0,1,The way collectors trade their cards online.,"Collectibles, E-Commerce, E-Commerce Platforms, Internet, Trading Platform","Los Angeles, California, United States, North America",,https://tradeup.exchange/,Tradeup Exchange,https://www.crunchbase.com/organization/tradeup-exchange
Pre Seed Round - CYCLE PLATFORM,https://www.crunchbase.com/funding_round/cycle-platform-pre-seed--b4ef570c,Pre-Seed,,,,2023-06-01,1,1,Fashion e-commerce,"E-Commerce, Recycling","Barcelona, Catalonia, Spain, Europe",,https://cycle-platform.com/,CYCLE PLATFORM,https://www.crunchbase.com/organization/cycle-platform
Seed Round - Scent Lab,https://www.crunchbase.com/funding_round/scent-lab-seed--ed077296,Seed,,,,2023-06-30,2,1,A personalized & data-driven approach to fragrance to help you find scents you love in high-quality products under $50.,"Beauty, E-Commerce, Home Decor, Lifestyle, Personalization, Retail","New York, New York, United States, North America",,https://www.shopscentlab.com,Scent Lab,https://www.crunchbase.com/organization/scent-lab
Seed Round - GrupoTusMaquinas,https://www.crunchbase.com/funding_round/grupotusmaquinas-seed--decf3c69,Seed,1200000,USD,1200000,2023-06-16,,2,"We're a Marketplace specialized in services for big machines: lend, sell, finance.","Construction, Marketplace, Mining","Santiago, Region Metropolitana, Chile, South America",,https://www.grupotusmaquinas.com/,GrupoTusMaquinas,https://www.crunchbase.com/organization/grupotusmaquinas
Pre Seed Round - Vasar,https://www.crunchbase.com/funding_round/vasar-pre-seed--bf0d5eb2,Pre-Seed,,,,2023-05-16,,1,B2B marketplace connecting players in the manufacturing and industrial sector.,"B2B, Manufacturing, Marketplace, Payments, Supply Chain Management",,,https://vasar.io,Vasar,https://www.crunchbase.com/organization/vasar
Pre Seed Round - Sthani,https://www.crunchbase.com/funding_round/sthani-pre-seed--f2b70c59,Pre-Seed,,,,2023-05-30,,1,E-Commerce App,E-Commerce,"Goa, Goa, India, Asia",,https://sthani.in,Sthani,https://www.crunchbase.com/organization/sthani
Pre Seed Round - ASTA,https://www.crunchbase.com/funding_round/asta-7c9a-pre-seed--e722df20,Pre-Seed,2000,USD,2000,2023-06-03,,1,An UX driven software development company.,"Consulting, E-Commerce, Information Technology, Marketing, Software, Web Development","Colombo, Western, Sri Lanka, Asia",,https://astacodelabs.com/,ASTA,https://www.crunchbase.com/organization/asta-7c9a
Pre Seed Round - Karggu,https://www.crunchbase.com/funding_round/karggu-pre-seed--a08a6ab8,Pre-Seed,,,,2023-06-01,,1,SaaS platform to digitalize the independent cargo industry in Latam.,"E-Commerce, Logistics, SaaS, Software","Puebla De Zaragoza, Puebla, Mexico, North America",,https://karggu.com,Karggu,https://www.crunchbase.com/organization/karggu
Seed Round - Hurthado,https://www.crunchbase.com/funding_round/hurthado-seed--fba0d227,Seed,,,,2023-06-02,,1,Hurthado is a Made-to-Order clothing brand. All clothes are designed and handmade on demand.,"E-Commerce, Fashion","Madrid, Madrid, Spain, Europe",,http://www.hurthado.com,Hurthado,https://www.crunchbase.com/organization/hurthado
Seed Round - TAAT,https://www.crunchbase.com/funding_round/taat-seed--6f22b574,Seed,126822,EUR,136405,2023-05-24,,1,Customized cosmetic product on the basis of multispectral analysis.,"Advertising, B2B, Consulting, E-Commerce, Health Care, Information Technology, Internet, Manufacturing, Mobile Apps, Software","Lubien Kujawski, Kujawsko-Pomorskie, Poland, Europe",,https://info508380.wixsite.com/taat,TAAT,https://www.crunchbase.com/organization/taat
Pre Seed Round - KiselPR,https://www.crunchbase.com/funding_round/kiselpr-pre-seed--26b214ed,Pre-Seed,,,,2023-05-23,,1,KiselPR marketplace. Breaking the stereotypes of the entire advertising industry.,"Advertising Platforms, Marketplace, Public Relations, Sales Automation, Social Media Advertising, Social Media Marketing","Delaware, Ohio, United States, North America",,http://kiselpr.com,KiselPR,https://www.crunchbase.com/organization/kiselpr
Pre Seed Round - Vucar,https://www.crunchbase.com/funding_round/vucar-pre-seed--a82a5d14,Pre-Seed,100000,USD,100000,2023-05-20,,3,Vucar.vn is a buyer-focused online used car consignment platform.,"Automotive, E-Commerce, E-Commerce Platforms, Marketplace","Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",,https://www.vucar.vn/vi/,Vucar,https://www.crunchbase.com/organization/vucar
Pre Seed Round - Sympl Solutions,https://www.crunchbase.com/funding_round/sympl-solutions-pre-seed--dcbaf050,Pre-Seed,,,,2023-06-12,,1,SaaS Retail Management Solution,"Retail, Retail Technology, Software","Houston, Texas, United States, North America",,,Sympl Solutions,https://www.crunchbase.com/organization/sympl-solutions
Pre Seed Round - Conseguir,https://www.crunchbase.com/funding_round/conseguir-576d-pre-seed--06616f5e,Pre-Seed,10000,USD,10000,2023-05-15,,1,Marketplace Mobile App,"Artificial Intelligence, Marketplace, Mobile Apps","Medellín, Antioquia, Colombia, South America",,https://www.conseguir.co,Conseguir,https://www.crunchbase.com/organization/conseguir-576d
Pre Seed Round - Top Ingrediente Srl,https://www.crunchbase.com/funding_round/top-ingrediente-srl-pre-seed--8df85bec,Pre-Seed,1000000,USD,1000000,2023-05-15,,1,Top Ingrediente Srl is an e-commerce retail website.,E-Commerce,"Joita, Giurgiu, Romania, Europe",,https://topingrediente.com/,Top Ingrediente Srl,https://www.crunchbase.com/organization/top-ingrediente-srl
