Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Ahara,https://www.crunchbase.com/funding_round/ahara-seed--845057a7,Seed,10250000,USD,10250000,2023-06-06,5,1,Ahara offers a nutrition plan that uses data to create a customized diet and supplement plan.,"Health Care, Information Technology, Nutrition","Los Angeles, California, United States, North America",,https://www.ahara.com,Ahara,https://www.crunchbase.com/organization/ahara
Seed Round - DataPathology,https://www.crunchbase.com/funding_round/datapathology-seed--e21d96bd,Seed,10000000,MAD,978882,2023-05-30,1,2,"DataPathology is the Casablanca-based medtech platform, providing remote pathology consultation.","Health Care, Health Diagnostics, Medical","Casablanca, Grand Casablanca, Morocco, Africa",,https://www.datapathology.ma/,DataPathology,https://www.crunchbase.com/organization/datapathology
Seed Round - dina dollar liter,https://www.crunchbase.com/funding_round/dina-dollar-liter-seed--3554fda6,Seed,,,,2023-05-30,3,1,dina dollar litre is a nucleic acid nanocarrier technology provider who focuses on the development of nucleic acid nanocarrier technology.,"Biotechnology, Health Care, Medical","Hangzhou, Zhejiang, China, Asia",,,dina dollar liter,https://www.crunchbase.com/organization/dina-dollar-liter
Seed Round - Neura Health,https://www.crunchbase.com/funding_round/neura-health-2917-seed--422aa298,Seed,8000000,USD,8000000,2023-05-17,6,2,Neura Health is a venture-backed startup with a mission to improve access and quality of care for neurological conditions.,Health Care,"New York, New York, United States, North America",,https://www.neurahealth.co/,Neura Health,https://www.crunchbase.com/organization/neura-health-2917
Seed Round - Halo Therapeutics,https://www.crunchbase.com/funding_round/halo-therapeutics-seed--f0c424b7,Seed,1520000,GBP,1897111,2023-05-17,3,1,Halo Therapeutics develops antivirals to prevent users from sickness.,"Biotechnology, Health Care, Life Science, Medical, Therapeutics","Bristol, Bristol, City of, United Kingdom, Europe",,https://halo-therapeutics.com/,Halo Therapeutics,https://www.crunchbase.com/organization/halo-therapeutics
Seed Round - Pear Suite,https://www.crunchbase.com/funding_round/pear-suite-seed--7c511921,Seed,2500000,USD,2500000,2023-05-16,11,3,Pear Suite helps community health workers to address social determinants of health through culturally sensitive care navigation.,"Health Care, Wellness","Seattle, Washington, United States, North America",,https://www.pearsuite.com/,Pear Suite,https://www.crunchbase.com/organization/pear-suite
Seed Round - Kena Health,https://www.crunchbase.com/funding_round/kena-health-seed--7154b532,Seed,41000000,ZAR,2105266,2023-06-02,2,1,"Kena Health is an app that connects you with a nurse, doctor, or mental health professional and lets you talk to them through text or video.","Fitness, Health Care, Personal Health, Wellness","Johannesburg, NA - South Africa, South Africa, Africa",,http://www.kena.health,Kena Health,https://www.crunchbase.com/organization/kena-health
Seed Round - BrightHeart,https://www.crunchbase.com/funding_round/brightheart-85ba-seed--182d6186,Seed,2000000,EUR,2135634,2023-05-31,1,1,BrightHeart is a medical technology startup that is developing artificial intelligence software.,"Health Care, Medical, Medical Device","Paris, Ile-de-France, France, Europe",,https://www.brightheart.fr,BrightHeart,https://www.crunchbase.com/organization/brightheart-85ba
Seed Round - Lentitek,https://www.crunchbase.com/funding_round/lentitek-seed--e6b34771,Seed,250000,GBP,310321,2023-05-30,2,1,Lentitek is a cell and gene therapy company.,"Biotechnology, Health Care, Medical","Edinburgh, Edinburgh, City of, United Kingdom, Europe",,https://lentitek.com,Lentitek,https://www.crunchbase.com/organization/lentitek
Seed Round - Hopewell Therapeutics,https://www.crunchbase.com/funding_round/hopewell-therapeutics-seed--65b9328e,Seed,25000000,USD,25000000,2023-06-02,6,4,Hopewell Therapeutics is a Synthetic Lipid-based drug delivery company for gene therapy and gene editing.,"Biotechnology, Health Care, Life Science","Woburn, Massachusetts, United States, North America",$1M to $10M,https://www.hopewell-tx.com,Hopewell Therapeutics,https://www.crunchbase.com/organization/hopewell-therapeutics
Seed Round - LTZ Therapeutics,https://www.crunchbase.com/funding_round/ltz-therapeutics-seed--16ca941d,Seed,10000000,USD,10000000,2023-05-31,6,2,LTZ develops novel immunotherapies to treat patients that suffer from cancer and other diseases with an unmet clinical need.,"Biotechnology, Health Care, Medical","San Francisco, California, United States, North America",,http://www.ltztherapeutics.com/,LTZ Therapeutics,https://www.crunchbase.com/organization/ltz-therapeutics
Seed Round - Health Basix,https://www.crunchbase.com/funding_round/health-basix-seed--bb1e769d,Seed,,,,2023-06-05,4,2,"Health Basix is a digital health platform that offers health assessments, screening, basic medicines for schools and communities.","Communities, Health Care, Mobile Apps","Coimbatore, Tamil Nadu, India, Asia",$1M to $10M,https://www.healthbasix.com/,Health Basix,https://www.crunchbase.com/organization/health-basix
Pre Seed Round - Compiify,https://www.crunchbase.com/funding_round/compiify-pre-seed--1eb0b8d1,Pre-Seed,1000000,USD,1000000,2023-05-16,15,1,"Compiify enables businesses to decide on pay in a fair, competitive, and effective manner.","Billing, Data Center Automation, Employee Benefits","San Francisco, California, United States, North America",,https://compiify.com/,Compiify,https://www.crunchbase.com/organization/compiify
Pre Seed Round - Kismet,https://www.crunchbase.com/funding_round/kismet-8171-pre-seed--fee6d239,Pre-Seed,4000000,USD,4000000,2023-05-16,4,1,Reimagining the way families access healthcare.,"Health Care, Home Health Care","Melbourne, Victoria, Australia, Oceania",,https://www.kismet.healthcare/,Kismet,https://www.crunchbase.com/organization/kismet-8171
Seed Round - InProTher,https://www.crunchbase.com/funding_round/inprother-seed--802e2252,Seed,6000000,EUR,6453389,2023-05-24,1,3,InProTher is an immuno therapy company dedicated to developing the world’s first adaptive immune therapy.,"Biotechnology, Health Care","Copenhagen, Hovedstaden, Denmark, Europe",,https://www.inprother.com/,InProTher,https://www.crunchbase.com/organization/inprother
Seed Round - Varco,https://www.crunchbase.com/funding_round/varco-seed--267b2250,Seed,,,,2023-05-16,3,1,Varco is a phytotechcnology-based health care company with a particular focus on enhancing leg health concerns.,"Health Care, Medical, Wellness","Delhi, Delhi, India, Asia",,http://www.varcophyto.com,Varco,https://www.crunchbase.com/organization/varco
Seed Round - Obinuo,https://www.crunchbase.com/funding_round/obinuo-seed--2fe9233e,Seed,10000000,CNY,1427022,2023-05-20,1,1,Orbino is a research and development company of acoustic tweezers technology.,"Biotechnology, Medical",,,,Obinuo,https://www.crunchbase.com/organization/obinuo
Pre Seed Round - Sova Health,https://www.crunchbase.com/funding_round/sova-health-pre-seed--d393bdce,Pre-Seed,,,,2023-06-08,1,4,Sova Health is a precision nutrition platform providing evidence backed personalised nutrition based on AI driven blood biomarker analysis.,"Health Care, Machine Learning, Retail, Wellness","Singapore, Central Region, Singapore, Asia",,https://www.sova.health/,Sova Health,https://www.crunchbase.com/organization/sova-health
Seed Round - Genetica,https://www.crunchbase.com/funding_round/genetica-seed--0f3fa972,Seed,500000,USD,500000,2023-05-24,4,1,"Genetica provides exact product suggestions, guaranteeing that clients obtain the best product for their wants, biochemistry.","Artificial Intelligence, Cannabis, Retail Technology, SaaS, Software, Wellness",,,https://www.getgenetica.com,Genetica,https://www.crunchbase.com/organization/genetica
Seed Round - ChomiX Biotech,https://www.crunchbase.com/funding_round/chomix-biotech-seed--7c9680ea,Seed,,,,2023-05-15,3,2,ChomiX Biotech focusing on the early development of novel small molecule drugs.,"Biopharma, Biotechnology, Chemical, Product Research","Nanjing, Jiangsu, China, Asia",,http://en.chomixbiotech.com,ChomiX Biotech,https://www.crunchbase.com/organization/chomix-biotech
Pre Seed Round - Lifemost,https://www.crunchbase.com/funding_round/lifemost-pre-seed--4cf695d5,Pre-Seed,650000,USD,650000,2023-05-24,,1,Corporate well-being platform,"Lifestyle, Mobile Apps, Wellness","Dubai, Dubai, United Arab Emirates, Asia",,https://lifemost.ae/,Lifemost,https://www.crunchbase.com/organization/lifemost
Seed Round - GrowLab Organics,https://www.crunchbase.com/funding_round/growlab-organics-seed--e545c689,Seed,1000000,GBP,1240454,2023-06-05,2,1,GrowLab Organics is a medical cannabis company.,"Alternative Medicine, Cannabis","Douglas, NA - Isle of Man, Isle of Man, Europe",,https://growlaborganics.com,GrowLab Organics,https://www.crunchbase.com/organization/growlab-organics
Seed Round - CaSRevolution,https://www.crunchbase.com/funding_round/casrevolution-seed--902ec3eb,Seed,1800000,EUR,1930605,2023-05-25,5,1,CaSRevolution is a research company that provides innovative therapies for neurodegenerative diseases.,"Biotechnology, Health Care, Pharmaceutical","Milan, Lombardia, Italy, Europe",$1M to $10M,https://www.casrevolution.com,CaSRevolution,https://www.crunchbase.com/organization/casrevolution
Pre Seed Round - Thrive Health Tech,https://www.crunchbase.com/funding_round/thrive-health-tech-pre-seed--6132144e,Pre-Seed,7000000,USD,7000000,2023-05-18,5,1,Thrive Health Tech is a healthcare-focused mobile company.,"Electronic Health Record (EHR), Health Care, Telecommunications","Nashville, Tennessee, United States, North America",,https://thtcorp.com,Thrive Health Tech,https://www.crunchbase.com/organization/thrive-health-tech
Seed Round - Stepful,https://www.crunchbase.com/funding_round/stepful-seed--f809e424,Seed,7500000,USD,7500000,2023-05-25,4,3,Stepful helps those without college degrees train for and find entry-level healthcare jobs.,"Health Care, Professional Services, Training","New York, New York, United States, North America",,https://www.stepful.com/,Stepful,https://www.crunchbase.com/organization/stepful
Seed Round - Junde Pharmaceutical,https://www.crunchbase.com/funding_round/junde-pharmaceutical-seed--a061d698,Seed,,,,2023-05-31,2,1,Junde Medicine is a full-cycle innovator in chronic disease therapeutics.,"Health Care, Medical","Xiamen, Fujian, China, Asia",,,Junde Pharmaceutical,https://www.crunchbase.com/organization/junde-pharmaceutical
Seed Round - Siren Biotechnology,https://www.crunchbase.com/funding_round/siren-biotechnology-seed--0eca311b,Seed,,,,2023-05-17,6,1,Siren Biotechnology,"Biotechnology, Medical, Product Research","San Francisco, California, United States, North America",,,Siren Biotechnology,https://www.crunchbase.com/organization/siren-biotechnology
Seed Round - Swiftsure Innovations,https://www.crunchbase.com/funding_round/swiftsure-innovations-seed--f6b43143,Seed,2300000,USD,2300000,2023-05-22,3,4,Swiftsure Innovations provides registered nurses with the tools required to improve patient outcomes.,"Health Care, Medical Device, Wellness","Newfoundland, Pennsylvania, United States, North America",$1M to $10M,https://swiftsureinnovations.com/,Swiftsure Innovations,https://www.crunchbase.com/organization/swiftsure-innovations
Seed Round - Pumpkin Organics,https://www.crunchbase.com/funding_round/pumpkin-organics-seed--262c5641,Seed,4300000,USD,4300000,2023-05-17,5,3,Pumpkin Organics is an innovative baby food concept.,"Food and Beverage, Health Care, Organic Food","Munich, Bayern, Germany, Europe",,https://pumpkin-organics.de,Pumpkin Organics,https://www.crunchbase.com/organization/pumpkin-organics
Seed Round - Gilbert Technologies,https://www.crunchbase.com/funding_round/gilbert-technologies-seed--3006ade8,Seed,,,,2023-06-07,,3,"Gilbert Technologies develop unique and innovative medical devices for inhalation therapeutic,applications.","Health Care, Medical, Medical Device","Bussum, Noord-Holland, The Netherlands, Europe",,https://www.gilberttechnologies.eu/,Gilbert Technologies,https://www.crunchbase.com/organization/gilbert-technologies
Seed Round - UTI-lizer,https://www.crunchbase.com/funding_round/uti-lizer-seed--da9c4dfa,Seed,7000000,SEK,669952,2023-05-17,2,2,UTI-lizer develops diagnostic tests for urinary tract infections.,"Biotechnology, Medical, Medical Device","Stockholm, Stockholms Lan, Sweden, Europe",,https://www.utilizer.se,UTI-lizer,https://www.crunchbase.com/organization/uti-lizer
Seed Round - NEXT Life Sciences,https://www.crunchbase.com/funding_round/next-life-sciences-seed--849378c3,Seed,1550000,USD,1550000,2023-06-02,,2,NEXT Life Sciences is developing the revolutionary Plan A™ procedure to bring the only scientifically proven technology in the category.,"Biotechnology, Life Science, Medical","San Luis Obispo, California, United States, North America",,https://nextlifesciences.org/,NEXT Life Sciences,https://www.crunchbase.com/organization/next-life-sciences
Pre Seed Round - Birdt Health,https://www.crunchbase.com/funding_round/birdt-health-pre-seed--656c2da3,Pre-Seed,250000,EUR,268891,2023-05-24,1,1,Birdt Health is a mental health provider that develops a digital platform for more effective mental health treatment.,"Health Care, Personal Health, Wellness","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://www.birdt.health,Birdt Health,https://www.crunchbase.com/organization/birdt-health
Seed Round - Rosy Wellness,https://www.crunchbase.com/funding_round/rosy-seed--8fffe613,Seed,1200000,USD,1200000,2023-05-30,,6,Rosy Wellness develops a sexual health and wellness app-based platform for women.,"mHealth, Personal Health, Sex Tech, Wellness, Women's","Dallas, Texas, United States, North America",,https://www.meetrosy.com/,Rosy Wellness,https://www.crunchbase.com/organization/rosy
Seed Round - x-cardiac,https://www.crunchbase.com/funding_round/x-cardiac-seed--662a22f2,Seed,,,,2023-05-24,1,2,x-cardiac has developed artificial intelligence-based systems to prevent life-threatening complications after heart surgery.,"Artificial Intelligence, Big Data, Health Care, Software","Berlin, Berlin, Germany, Europe",,https://www.xcardiac.com/,x-cardiac,https://www.crunchbase.com/organization/x-cardiac
Seed Round - EarSwitch,https://www.crunchbase.com/funding_round/earswitch-seed--ce8a8e71,Seed,,,,2023-05-16,3,2,EarSwitch uses in-ear biometric switch and sensor technologies to create new methods to control and interact with the outside environment.,"Health Care, Manufacturing, Medical","Bristol, Bristol, City of, United Kingdom, Europe",,https://www.earswitch.co.uk,EarSwitch,https://www.crunchbase.com/organization/earswitch
Seed Round - IDBiologics,https://www.crunchbase.com/funding_round/idbiologics-seed--8d735bdb,Seed,500000,USD,500000,2023-05-23,1,4,"IDBiologics is a human monoclonal antibodies for the prevention, treatment, and cure of infectious diseases.","Biotechnology, Medical, Therapeutics","Nashville, Tennessee, United States, North America",$1M to $10M,http://idbiologics.com/,IDBiologics,https://www.crunchbase.com/organization/idbiologics
Seed Round - HeroWear,https://www.crunchbase.com/funding_round/herowear-seed--43c95b4c,Seed,250000,USD,250000,2023-05-23,1,5,HeroWear is a workforce wearable company that is developing a suite of assistive clothing solutions that reduce fatigue and physical strain.,"Consumer Goods, Health Care, Logistics, Wearables","Nashville, Tennessee, United States, North America",,https://HeroWearExo.com/,HeroWear,https://www.crunchbase.com/organization/herowear
Seed Round - CARE,https://www.crunchbase.com/funding_round/care-7ae7-seed--2fdbdbed,Seed,6000000,CHF,6655241,2023-05-23,1,1,CARE emphasises personalised preventive medicine.,"Fitness, Health Care, Wellness","Winterthur, Zurich, Switzerland, Europe",,https://care.me,CARE,https://www.crunchbase.com/organization/care-7ae7
Seed Round - Larkspur Biosciences,https://www.crunchbase.com/funding_round/larkspur-biosciences-seed--c764e51c,Seed,,,,2023-05-23,,2,Larkspur Biosciences is a biotechnology business that is developing the next generation of precision immunotherapies to combat cancer.,"Biotechnology, Health Care, Medical","Watertown, Massachusetts, United States, North America",,https://larkspur.bio,Larkspur Biosciences,https://www.crunchbase.com/organization/larkspur-biosciences
Seed Round - Ankaadia,https://www.crunchbase.com/funding_round/ankaadia-seed--fe7e0e93,Seed,1800000,EUR,1936920,2023-06-01,3,1,Ankaadia is a SaaS application for the placement and integration of international care professionals to Germany.,"Health Care, SaaS, Software","Oberursel, Hessen, Germany, Europe",,https://www.ankaadia.com/,Ankaadia,https://www.crunchbase.com/organization/ankaadia
Seed Round - ScubaTx,https://www.crunchbase.com/funding_round/scubatx-seed--05e2ee85,Seed,1500000,GBP,1878733,2023-05-15,1,2,"ScubaTx device will commercialise Persufflation, a tried-and-true but underutilised method of organ preservation.","Health Care, Life Science, Medical","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",,http://www.scubatx.com,ScubaTx,https://www.crunchbase.com/organization/scubatx
Seed Round - Generation Prime,https://www.crunchbase.com/funding_round/generation-prime-seed--950cce3f,Seed,,,,2023-05-25,5,1,Generation Prime operates as a digital healthcare platform.,"Health Care, Medical","Singapore, Central Region, Singapore, Asia",,https://www.generationprime.com/,Generation Prime,https://www.crunchbase.com/organization/generation-prime
Seed Round - OurX,https://www.crunchbase.com/funding_round/ourx-seed--017d9364,Seed,2500000,USD,2500000,2023-06-06,1,1,OurX is a personalized program for total scalp and hair wellness.,Personal Health,"New York, New York, United States, North America",,https://ourx.co,OurX,https://www.crunchbase.com/organization/ourx
Seed Round - Autism 360™,https://www.crunchbase.com/funding_round/autismag-seed--424b3b7c,Seed,2000000,USD,2000000,2023-06-05,1,1,Autism 360 is a mental health care center that provides neurodiversity treatments.,"Child Care, Health Care, Personal Health, Psychology","Hornsby, New South Wales, Australia, Oceania",,https://www.autism360.com,Autism 360™,https://www.crunchbase.com/organization/autismag
Seed Round - Maumju,https://www.crunchbase.com/funding_round/maumju-seed--9c98f7e0,Seed,2000000000,KRW,1511224,2023-05-26,3,1,Maumju is a firm that provides tailored solutions for psychological counsellors.,"Health Care, Psychology","Seongnam, Kyonggi-do, South Korea, Asia",,,Maumju,https://www.crunchbase.com/organization/maumju
Seed Round - Dr. Vivien Karl,https://www.crunchbase.com/funding_round/dr-vivien-karl-seed--de3b569a,Seed,1500000,USD,1500000,2023-05-17,4,2,Dr. Vivien Karl is a beauty cream manufacturing company that produces Intimpflege products.,"Health Care, Personal Health, Wellness, Women's","Köln, Nordrhein-Westfalen, Germany, Europe",Less than $1M,https://vivienkarl.com/,Dr. Vivien Karl,https://www.crunchbase.com/organization/dr-vivien-karl
Seed Round - Elfie,https://www.crunchbase.com/funding_round/elfie-seed--c51e6a5b,Seed,4000000,USD,4000000,2023-05-15,5,3,Elfie is a product that reduces the burden of chronic diseases by rewarding patients for self-monitoring.,"Health Care, Home Health Care, Medical, mHealth, Personal Health","Singapore, Central Region, Singapore, Asia",,https://www.elfie.co,Elfie,https://www.crunchbase.com/organization/elfie
Seed Round - Repron Therapeutics,https://www.crunchbase.com/funding_round/repron-therapeutics-seed--67883b9f,Seed,2000000,EUR,2137380,2023-06-06,1,1,Repron provides treatments for solid tumour cases where radical excision is not possible and metastasis or recurrence is extremely likely.,"Biotechnology, Health Care","Milano, Lombardia, Italy, Europe",,https://www.reprontherapeutics.com/,Repron Therapeutics,https://www.crunchbase.com/organization/repron-therapeutics
Pre Seed Round - AssayMe,https://www.crunchbase.com/funding_round/assayme-pre-seed--dda7e73a,Pre-Seed,,,,2023-06-05,1,5,AssayMe app is a personal Wellness & Health Assistant enables patients to monitor health and prevent medical problems,"Apps, Artificial Intelligence, Health Care, Health Diagnostics, Information Services, Information Technology, Mobile","Brooklyn, New York, United States, North America",,https://assayme.cc,AssayMe,https://www.crunchbase.com/organization/assayme
Pre Seed Round - Mother,https://www.crunchbase.com/funding_round/mother-5f00-pre-seed--e804992f,Pre-Seed,3000000,SEK,276521,2023-06-05,1,2,Mother is a deep-tech mental health company that aims to fill the niche between conventional health services and self-help approaches.,"Health Care, Virtual Reality, Wellness","Stockholm, Stockholms Lan, Sweden, Europe",,https://mother.technology/,Mother,https://www.crunchbase.com/organization/mother-5f00
Seed Round - Oceans BIo,https://www.crunchbase.com/funding_round/oceans-bio-seed--7087db33,Seed,,,,2023-05-15,4,3,Oceans BIo use AI technology to treat epilepsy.,"Artificial Intelligence, Health Care, Medical","Seongnam, Kyonggi-do, South Korea, Asia",,https://oceansbio.com/,Oceans BIo,https://www.crunchbase.com/organization/oceans-bio
Seed Round - Nutromics,https://www.crunchbase.com/funding_round/nutromics-seed--498ce20f,Seed,11000000,AUD,7355537,2023-06-08,,7,Nutromics is a healthcare company that focuses on real-time remote biomarker monitoring devices.,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Sensor, Wearables","Melbourne, Victoria, Australia, Oceania",,http://www.nutromics.com.au,Nutromics,https://www.crunchbase.com/organization/nutromics
Seed Round - OpenFn,https://www.crunchbase.com/funding_round/openfn-seed--992ea30b,Seed,850000,USD,850000,2023-06-06,,1,"OpenFn is an IT firm that helps health and humanitarian interventions achieve scale through integration, automation, and interoperability.","Consulting, Health Care, Information Technology, Software Engineering","London, England, United Kingdom, Europe",,https://openfn.org,OpenFn,https://www.crunchbase.com/organization/openfn
Seed Round - Bredis,https://www.crunchbase.com/funding_round/bredis-seed--2fa60741,Seed,,,,2023-05-19,2,1,"Bredis is a technology company that provides medical device technology commercialization, research, and development.","Clinical Trials, Information Technology, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://www.bredis.co.kr,Bredis,https://www.crunchbase.com/organization/bredis
Pre Seed Round - Malla,https://www.crunchbase.com/funding_round/malla-364e-pre-seed--adbc9917,Pre-Seed,,,,2023-05-18,2,1,Malla concentrate on overprescribed band-aid remedies and symptoms.,"Health Care, Medical, Wellness","New York, New York, United States, North America",,https://malla.co,Malla,https://www.crunchbase.com/organization/malla-364e
Seed Round - Qidni Labs,https://www.crunchbase.com/funding_round/qidni-labs-seed--18c59bff,Seed,,,,2023-06-05,,4,Qidni Labs is a medical device company developing an accessible dialysis technology.,"Health Care, Health Diagnostics, Medical Device","Buffalo, New York, United States, North America",,https://qidni.life/,Qidni Labs,https://www.crunchbase.com/organization/qidni-labs
Seed Round - LSBIO,https://www.crunchbase.com/funding_round/lsbio-seed--47201bec,Seed,,,,2023-05-25,1,1,"LS Bio is a specialised company that conducts research, develops, and manufactures high-functional health foods.","Health Care, Product Research, Wellness","Seongnam, Kyonggi-do, South Korea, Asia",,https://doctor100.co.kr,LSBIO,https://www.crunchbase.com/organization/lsbio
