Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Series B - Moon Surgical,https://www.crunchbase.com/funding_round/mastor-series-b--1918c38a,Series B,55400000,USD,55400000,2023-05-17,12,6,Moon Surgical develops a new category of robotic surgery that enhances existing clinical practice with collaborative and adaptive robotics.,"Health Care, Medical Device, Robotics","Paris, Ile-de-France, France, Europe",$100M to $500M,https://www.moonsurgical.com,Moon Surgical,https://www.crunchbase.com/organization/mastor
Series A - Faye,https://www.crunchbase.com/funding_round/faye-travel-insurance-series-a--a713c06d,Series A,10000000,USD,10000000,2023-05-23,5,4,Faye is a travel insurance company that offers person-first travel insurance and assistance.,"Insurance, InsurTech, Predictive Analytics, Transportation, Travel","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.withfaye.com,Faye,https://www.crunchbase.com/organization/faye-travel-insurance
Series B - Carrum Health,https://www.crunchbase.com/funding_round/carrum-health-series-b--dc850500,Series B,45000000,USD,45000000,2023-05-30,6,6,Carrum Health is a value-based centers of platform that ensures patients receive quality and less expensive care.,"Health Care, Hospital, Human Resources, Wellness","San Francisco, California, United States, North America",$1M to $10M,https://www.carrumhealth.com,Carrum Health,https://www.crunchbase.com/organization/carrum-health
Series A - Pluton Biosciences,https://www.crunchbase.com/funding_round/pluton-biosciences-series-a--fa36652c,Series A,16500000,USD,16500000,2023-05-24,8,3,"Pluton Biosciences tests and discovers microbes for the production of a variety of products, primarily pesticides, and pharmaceuticals.","AgTech, Biotechnology, Pharmaceutical","Saint Louis, Missouri, United States, North America",$1M to $10M,https://plutonbio.com,Pluton Biosciences,https://www.crunchbase.com/organization/pluton-biosciences
Series A - Auradine,https://www.crunchbase.com/funding_round/auradine-series-a--2ea57b16,Series A,71000000,USD,71000000,2023-05-16,6,2,"Auradine develops infrastructure solutions for Blockchain, Security & Privacy.","Blockchain, Infrastructure, Security","Santa Clara, California, United States, North America",,https://auradine.com/,Auradine,https://www.crunchbase.com/organization/auradine
Series A - JOTELULU,https://www.crunchbase.com/funding_round/jotelulu-series-a--e097977c,Series A,4000000,USD,4000000,2023-05-22,4,2,Jotelulu is a cloud platform that transforms small IT companies into cloud service providers.,"Cloud Computing, IaaS, Information Technology, SaaS, Telecommunications","Madrid, Madrid, Spain, Europe",$1M to $10M,https://jotelulu.com,JOTELULU,https://www.crunchbase.com/organization/jotelulu
Series A - Odyssey,https://www.crunchbase.com/funding_round/odyssey-energy-solutions-series-a--fb9b280a,Series A,15000000,USD,15000000,2023-05-19,10,2,Odyssey provides technology and finance solutions for distributed renewable energy companies at every stage of project deployment.,"Finance, Procurement, Project Management, Renewable Energy, Software","Boulder, Colorado, United States, North America",$1M to $10M,https://www.odysseyenergysolutions.com,Odyssey,https://www.crunchbase.com/organization/odyssey-energy-solutions
Series A - Paradromics,https://www.crunchbase.com/funding_round/paradromics-series-a--3149477f,Series A,33000000,USD,33000000,2023-05-18,4,9,Paradromics is developing high data rate brain computer interfacing technology,"Health Care, Medical Device, Neuroscience","Austin, Texas, United States, North America",$1M to $10M,https://paradromics.com/,Paradromics,https://www.crunchbase.com/organization/paradromics
Series A - Checkmate,https://www.crunchbase.com/funding_round/checkmate-savings-inc-series-a--54efaeeb,Series A,15000000,USD,15000000,2023-05-25,23,2,Checkmate is a smart shopping solution that gathers e-commerce data and helps customers save money.,"E-Commerce, Retail Technology, Shopping","San Francisco, California, United States, North America",,http://joincheckmate.com,Checkmate,https://www.crunchbase.com/organization/checkmate-savings-inc
Series A - Griffin,https://www.crunchbase.com/funding_round/griffin-3-series-a--293d467e,Series A,11000000,GBP,13679482,2023-06-07,4,7,Griffin is a banking-as-a-service provider that helps companies build and launch financial services products.,"Banking, Finance, Financial Services, FinTech","London, England, United Kingdom, Europe",,https://griffin.com,Griffin,https://www.crunchbase.com/organization/griffin-3
Series B - Steno,https://www.crunchbase.com/funding_round/steno-series-b--6ba86b5a,Series B,15000000,USD,15000000,2023-05-23,5,7,Steno offers court reporting and litigation support services which is all available through a deferred-payment system.,"Document Management, Legal, Legal Tech, Payments","Los Angeles, California, United States, North America",,https://steno.com,Steno,https://www.crunchbase.com/organization/steno
Series A - Spellbook,https://www.crunchbase.com/funding_round/rally-7c45-series-a--cfac4fcb,Series A,10900000,USD,10900000,2023-05-24,9,7,Spellbook is a legal software startup that developed the first generative artificial intelligence contract drafting tool.,"Artificial Intelligence, Developer Tools, Software","Toronto, Ontario, Canada, North America",,https://www.spellbook.legal,Spellbook,https://www.crunchbase.com/organization/rally-7c45
Series A - Stacklok,https://www.crunchbase.com/funding_round/stacklok-series-a--a38bd597,Series A,17500000,USD,17500000,2023-05-17,2,1,Stacklok creates software supply chain security-focused products and services.,"Network Security, Open Source, Software","Seattle, Washington, United States, North America",,https://www.stacklok.com/,Stacklok,https://www.crunchbase.com/organization/stacklok
Series B - Percent,https://www.crunchbase.com/funding_round/Percent-series-b--a8eae21c,Series B,30000000,USD,30000000,2023-05-17,8,5,"Percent is a platform for sourcing, structuring, syndicating, monitoring, and servicing private credit transactions.","Credit, Financial Services, FinTech, Information Services","New York, New York, United States, North America",$1M to $10M,http://www.percent.com,Percent,https://www.crunchbase.com/organization/Percent
Series A - Qualis Flow,https://www.crunchbase.com/funding_round/qualis-flow-series-a--a20d1564,Series A,7200000,GBP,8891084,2023-05-30,9,5,"Qflow is a cloud-based tool that automates the capture, digitisation and analysis live construction data.","Analytics, Construction, SaaS","London, England, United Kingdom, Europe",$1M to $10M,http://qualisflow.com/,Qualis Flow,https://www.crunchbase.com/organization/qualis-flow
Series A - MatrixSpace,https://www.crunchbase.com/funding_round/matrixspace-series-a--9ae326ff,Series A,10000000,USD,10000000,2023-06-07,2,2,MatrixSpace focuses on AI-enabled sensing solutions that connect humans and intelligent machines.,"Artificial Intelligence, Information Technology, Machine Learning","Burlington, Massachusetts, United States, North America",,https://matrixspace.com,MatrixSpace,https://www.crunchbase.com/organization/matrixspace
Series B - River,https://www.crunchbase.com/funding_round/river-976f-series-b--96952862,Series B,1230000000,INR,14888246,2023-06-06,5,3,River is an electric vehicle startup building multi-utility scooters.,"Automotive, Electric Vehicle, Manufacturing","Bengaluru, Karnataka, India, Asia",,https://www.rideriver.com,River,https://www.crunchbase.com/organization/river-976f
Series B - CoreWeave,https://www.crunchbase.com/funding_round/coreweave-series-b--f576e161,Series B,200000000,USD,200000000,2023-05-31,1,6,CoreWeave provides GPU-accelerated compute solutions to the CGI and machine learning industries.,"Cloud Computing, Cloud Infrastructure, Information Technology, Machine Learning","Roseland, New Jersey, United States, North America",,https://www.coreweave.com,CoreWeave,https://www.crunchbase.com/organization/coreweave
Series B - Cortex,https://www.crunchbase.com/funding_round/cortex-98f5-series-b--0a183ea4,Series B,35000000,USD,35000000,2023-05-31,5,4,Cortex is a software platform designed to manage and operate microservices.,"Developer Platform, Information Technology, Productivity Tools, Software","San Francisco, California, United States, North America",,https://www.cortex.io,Cortex,https://www.crunchbase.com/organization/cortex-98f5
Series A - Pomelo Care,https://www.crunchbase.com/funding_round/pomelo-care-series-a--5b6988c4,Series A,33000000,USD,33000000,2023-06-08,8,2,Pomelo Care is a health care center that offers services to pregnant women and newborns.,"Child Care, Health Care, Hospital, Mobile Apps","New York, New York, United States, North America",,https://pomelocare.com/#,Pomelo Care,https://www.crunchbase.com/organization/pomelo-care
Series B - Bolttech,https://www.crunchbase.com/funding_round/bolttech-series-b--ae82ed46,Series B,196000000,USD,196000000,2023-05-17,3,4,Bolttech is an international insurtech company that aims to build a technology-enabled ecosystem for protection and insurance.,"Financial Services, FinTech, Insurance, InsurTech","Singapore, Central Region, Singapore, Asia",,https://bolttech.io,Bolttech,https://www.crunchbase.com/organization/bolttech
Series B - Sastrify,https://www.crunchbase.com/funding_round/sastrify-series-b--1696da57,Series B,22000000,USD,22000000,2023-05-24,5,5,Sastrify is a virtual SaaS service procurement software that improves SaaS operations management and SaaS spending.,"Procurement, SaaS, Software","Cologne, Nordrhein-Westfalen, Germany, Europe",$1M to $10M,https://sastrify.com,Sastrify,https://www.crunchbase.com/organization/sastrify
Series B - Prime Roots,https://www.crunchbase.com/funding_round/prime-roots-series-b--3e957af0,Series B,30000000,USD,30000000,2023-05-15,13,4,Prime Roots makes mycelium based meats products focusing on deli and charcuterie products.,"Food and Beverage, Food Processing, Restaurants","Berkeley, California, United States, North America",$1M to $10M,https://www.primeroots.com,Prime Roots,https://www.crunchbase.com/organization/prime-roots
Series A - Insify,https://www.crunchbase.com/funding_round/insify-series-a--169aad99,Series A,10000000,EUR,10696182,2023-06-07,7,3,Insify is an insurance company that offers digital insurance solutions to freelancers and small businesses.,"Commercial Insurance, Insurance, InsurTech","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://insify.com/,Insify,https://www.crunchbase.com/organization/insify
Series B - Spectrm,https://www.crunchbase.com/funding_round/spectrm-series-b--d75193dc,Series B,6500000,USD,6500000,2023-06-06,5,4,"Consumer marketers use Spectrm to engage and convert customers with AI chatbots on popular messaging apps, like WhatsApp and Messenger.","Analytics, Artificial Intelligence, CRM, Enterprise Software, Marketing Automation, Messaging, Natural Language Processing, SaaS","Berlin, Berlin, Germany, Europe",,http://www.spectrm.io,Spectrm,https://www.crunchbase.com/organization/spectrm
Series B - Datasembly,https://www.crunchbase.com/funding_round/datasembly-series-b--ec358df6,Series B,16000000,USD,16000000,2023-05-23,4,5,"Datasembly collects product data and provides real-time pricing, promotions, assortment, and availability data to clients.","Consumer Goods, E-Commerce, Marketing, Retail","Washington, District of Columbia, United States, North America",$1M to $10M,http://datasembly.com,Datasembly,https://www.crunchbase.com/organization/datasembly
Series B - GITAI,https://www.crunchbase.com/funding_round/gitai-series-b--b9464700,Series B,4000000000,JPY,28715666,2023-05-24,8,5,GITAI is a robotics startup that develops remote controlled robots to replace astronaut's operations in commercial space stations.,"Artificial Intelligence, Robotics, Space Travel, Virtual Reality, Virtual World, Virtualization","Tokyo, Tokyo, Japan, Asia",,http://gitai.tech/,GITAI,https://www.crunchbase.com/organization/gitai
Series A - Dualyx,https://www.crunchbase.com/funding_round/dualyx-series-a--1e889ffc,Series A,40000000,EUR,43494003,2023-05-15,9,2,Dualyx engages in the discovery and development of biologicals for the treatment of autoimmune and rare diseases.,"Biotechnology, Health Care, Medical","Ghent, Oost-Vlaanderen, Belgium, Europe",,https://www.dualyx.com/,Dualyx,https://www.crunchbase.com/organization/dualyx
Series A - Pesto,https://www.crunchbase.com/funding_round/pesto-f71f-series-a--b96a995f,Series A,11000000,USD,11000000,2023-05-25,13,2,Pesto is a fintech startup that offers pesto mastercard an asset-backed secured credit card.,"Credit Cards, Financial Services, Information Technology","San Francisco, California, United States, North America",,https://www.getpesto.com,Pesto,https://www.crunchbase.com/organization/pesto-f71f
Series A - Lifeforce,https://www.crunchbase.com/funding_round/lifeforce-04cd-series-a--cde43bae,Series A,12000000,USD,12000000,2023-05-23,9,1,Lifeforce operates as a clinically intergrated health optimization platform.,"Fitness, Health Care, Wellness","Santa Monica, California, United States, North America",,https://www.mylifeforce.com/,Lifeforce,https://www.crunchbase.com/organization/lifeforce-04cd
Series B - Sabi Am,https://www.crunchbase.com/funding_round/sabi-am-series-b--4b0d4476,Series B,38000000,USD,38000000,2023-05-19,6,5,Sabi is a provider of digital commerce infrastructure for the distribution of goods and services.,"B2B, Information Technology, IT Infrastructure","Lagos, Lagos, Nigeria, Africa",,https://www.sabi.am,Sabi Am,https://www.crunchbase.com/organization/sabi-am
Series A - Ray Therapeutics,https://www.crunchbase.com/funding_round/ray-therapeutics-series-a--62bb1ca0,Series A,100000000,USD,100000000,2023-05-16,6,3,Ray Therapeutics is a biotech company developing optogenetic gene therapies for patients with blinding diseases.,"Biotechnology, Health Care, Therapeutics","San Diego, California, United States, North America",,https://raytherapeutics.com,Ray Therapeutics,https://www.crunchbase.com/organization/ray-therapeutics
Series A - Union.ai,https://www.crunchbase.com/funding_round/union-ai-series-a--dd2d9af6,Series A,19100000,USD,19100000,2023-05-17,2,2,Union.ai is a Kubernetes-native workflow orchestration platform for data and machine learning at scale.,"Artificial Intelligence, Cloud Infrastructure, IT Infrastructure, Machine Learning, Productivity Tools, Software","Bellevue, Washington, United States, North America",,https://union.ai,Union.ai,https://www.crunchbase.com/organization/union-ai
Series A - Myeloid Therapeutics,https://www.crunchbase.com/funding_round/myeloid-therapeutics-series-a--60eefcda,Series A,73000000,USD,73000000,2023-05-18,6,3,Myeloid Therapeutics is a clinical stage mRNA-immunotherapy company developing novel therapies for cancer and autoimmune diseases.,"Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States, North America",,https://www.myeloidtx.com,Myeloid Therapeutics,https://www.crunchbase.com/organization/myeloid-therapeutics
Series A - Isabers,https://www.crunchbase.com/funding_round/isabers-series-a--21b06bee,Series A,220000000,CNY,31267321,2023-05-18,10,2,Isabers is a semiconductor heterogeneous integration technology company.,Semiconductor,"Beijing, Beijing, China, Asia",,,Isabers,https://www.crunchbase.com/organization/isabers
Series A - Sekoia.io,https://www.crunchbase.com/funding_round/sekoia-2-series-a--17e55bdd,Series A,35000000,EUR,37644771,2023-05-24,5,2,Sekoia.io is an intelligence driven SOC platform that enables security analysts to detect & respond threats in real time,"Cyber Security, SaaS, Software","Paris, Ile-de-France, France, Europe",$1M to $10M,https://www.sekoia.io,Sekoia.io,https://www.crunchbase.com/organization/sekoia-2
Series A - nocnoc,https://www.crunchbase.com/funding_round/nocnoc-series-a--e9943689,Series A,14000000,USD,14000000,2023-06-09,6,4,Nocnoc is the main tech-enabler that helps global sellers succeed in Latin America's #1 marketplaces.,"B2B, E-Commerce, Marketplace, Retail","Montevideo, NA - Uruguay, Uruguay, South America",$1M to $10M,http://nocnocstore.com,nocnoc,https://www.crunchbase.com/organization/nocnoc
Series A - Zilixir Biotech,https://www.crunchbase.com/funding_round/zilixir-biotech-series-a--c1de0e0e,Series A,100000000,CNY,14126488,2023-05-25,5,1,Zilixir Biotech develops a new protein design technology that offers possibilities for human exploration of the complex life sciences.,"Biotechnology, Life Science","Shanghai, Shanghai, China, Asia",,https://www.zelixir.com/,Zilixir Biotech,https://www.crunchbase.com/organization/zilixir-biotech
Series A - Logik.io,https://www.crunchbase.com/funding_round/logik-io-series-a--0092ed5b,Series A,16000000,USD,16000000,2023-05-23,3,2,"Logik.io streamlines complex product selling with intelligent rules, guided quoting, and advanced tools for seamless customer experiences.","B2B, E-Commerce, Sales","Chicago, Illinois, United States, North America",,https://www.logik.io,Logik.io,https://www.crunchbase.com/organization/logik-io
Series A - BeFC Bioenzymatic Fuel Cells,https://www.crunchbase.com/funding_round/befc-bioenzymatic-fuel-cells-series-a--4f6e6945,Series A,16000000,EUR,17247642,2023-06-08,4,3,BeFC Bioenzymatic Fuel Cells provide Eco-friendly paper-based bio-enzymatic fuel cells for sustainable energy generation.,"Electronics, Energy, Fuel Cell, Renewable Energy","Grenoble, Rhone-Alpes, France, Europe",$1M to $10M,https://befc.global/,BeFC Bioenzymatic Fuel Cells,https://www.crunchbase.com/organization/befc-bioenzymatic-fuel-cells
Series A - DataOps,https://www.crunchbase.com/funding_round/dataops-series-a--be299265,Series A,17500000,USD,17500000,2023-05-24,3,2,DataOps is a company to transforms its business with better data through automated data testing and orchestrated data pipelines.,"Analytics, Information Technology, Software","London, England, United Kingdom, Europe",,https://www.dataops.live,DataOps,https://www.crunchbase.com/organization/dataops
Series A - Axelera AI,https://www.crunchbase.com/funding_round/axelera-ai-series-a--bef31789,Series A,23000000,USD,23000000,2023-05-22,4,4,Axelera AI is an artificial intelligence chip manufacturer that creates AI hardware and software platforms for edge computing.,"Artificial Intelligence, Machine Learning, Semiconductor, Software","Eindhoven, Noord-Brabant, The Netherlands, Europe",,https://www.axelera.ai,Axelera AI,https://www.crunchbase.com/organization/axelera-ai
Series A - ReNAgade Therapeutics,https://www.crunchbase.com/funding_round/renagade-therapeutics-series-a--2b2cf517,Series A,300000000,USD,300000000,2023-05-23,2,1,ReNAgade Therapeutics focuses on the boundless potential of RNA therapeutics to treat disease.,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States, North America",,https://renagadetx.com,ReNAgade Therapeutics,https://www.crunchbase.com/organization/renagade-therapeutics
Series A - Source.ag,https://www.crunchbase.com/funding_round/source-ag-series-a--92c5d6c3,Series A,4000000,USD,4000000,2023-06-07,3,3,Source.ag is democratising access to fresh fruit and vegetables with A.I.-powered glasshouses.,"Agriculture, AgTech, Farming","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://source.ag,Source.ag,https://www.crunchbase.com/organization/source-ag
Series B - ZUZU Hospitality,https://www.crunchbase.com/funding_round/zuzuhotels-series-b--0cd20132,Series B,12000000,SGD,8857395,2023-05-25,5,6,ZUZU Hospitality is a chain of independent hotels that delivers revenue growth through distribution and revenue management.,"Hospitality, Hotel, Information Technology, Marketing, Travel Accommodations","Singapore, Central Region, Singapore, Asia",$1M to $10M,https://zuzuhospitality.com,ZUZU Hospitality,https://www.crunchbase.com/organization/zuzuhotels
Series B - VarmX,https://www.crunchbase.com/funding_round/varmx-series-b--fd07abaf,Series B,30000000,GBP,36950090,2023-05-25,8,8,VarmX B.V. is manufacturing therapeutic proteins to instantaneously restore blood clotting in bleeding patients.,"Manufacturing, Pharmaceutical, Therapeutics","Leiden, Zuid-Holland, The Netherlands, Europe",Less than $1M,http://www.varmx.com/,VarmX,https://www.crunchbase.com/organization/varmx
Series A - Agraga,https://www.crunchbase.com/funding_round/agraga-series-a--247a443b,Series A,700000000,INR,8505856,2023-05-16,2,1,Agraga is a comprehensive digital logistics platform that connects asset holders to make cross-border logistics easier.,"Infrastructure, Logistics, Supply Chain Management, Transportation","Alwarpet, Tamil Nadu, India, Asia",,https://agraga.com/,Agraga,https://www.crunchbase.com/organization/agraga
Series A - Mitiga Solutions,https://www.crunchbase.com/funding_round/mitiga-solutions-series-a--ee50de5f,Series A,13200000,EUR,14223126,2023-05-18,5,6,"New, diversified and cost-effective risk insurance coverage risk through the next-generation modeling that accounts for climate variability.","Information Technology, InsurTech, Risk Management","Barcelona, Catalonia, Spain, Europe",,http://www.mitigasolutions.com/,Mitiga Solutions,https://www.crunchbase.com/organization/mitiga-solutions
Series B - Ceibo,https://www.crunchbase.com/funding_round/aguamarina-biomineria-series-b--37bc5aee,Series B,30000000,USD,30000000,2023-06-01,8,2,Ceibo specializes in solutions based on green mining technology.,"Environmental Consulting, Environmental Engineering, GreenTech, Mining, Software","Antofagasta, Antofagasta, Chile, South America",,https://www.ceibo.tech/,Ceibo,https://www.crunchbase.com/organization/aguamarina-biomineria
Series B - Charm Industrial,https://www.crunchbase.com/funding_round/charm-industrial-series-b--9b002220,Series B,100000000,USD,100000000,2023-06-06,6,2,Charm Industrial is putting oil back underground via bio-oil sequestration and industrial syngas production.,"Agriculture, CleanTech, Energy, Manufacturing","San Francisco, California, United States, North America",,https://www.charmindustrial.com,Charm Industrial,https://www.crunchbase.com/organization/charm-industrial
Series A - Jolt Electrodes,https://www.crunchbase.com/funding_round/jolt-5f07-series-a--88940538,Series A,6000000,EUR,6422071,2023-06-01,3,1,JOLT is supplying next-generation activated electrodes & protective coating solutions for hydrogen & water treatment electrolysis,"Advanced Materials, Chemical, Chemical Engineering, Clean Energy, CleanTech, Energy Efficiency, Innovation Management, Manufacturing, Renewable Energy, Water Purification","Tarragona, Catalonia, Spain, Europe",,https://jolt-solutions.com,Jolt Electrodes,https://www.crunchbase.com/organization/jolt-5f07
Series B - Acadeum,https://www.crunchbase.com/funding_round/college-consortium-series-b--5e9848ba,Series B,11920000,USD,11920000,2023-05-24,3,4,Acadeum is a developer of the academic sharing platform.,"E-Learning, Education, Internet","Austin, Texas, United States, North America",,https://www.acadeum.com,Acadeum,https://www.crunchbase.com/organization/college-consortium
Series A - Oneday,https://www.crunchbase.com/funding_round/onedayio-series-a--717f1d31,Series A,5000000,GBP,6242306,2023-05-16,5,3,Oneday helps entrepreneurs turn their passion into business,"Consumer Applications, Education, Mobile Apps","London, England, United Kingdom, Europe",,https://oneday.io,Oneday,https://www.crunchbase.com/organization/onedayio
Series A - Dock Health,https://www.crunchbase.com/funding_round/dock-health-series-a--39ca7e11,Series A,5000000,USD,5000000,2023-05-25,3,6,Dock Health is a healthcare administrative hub that offers task management and administrative workflow automation.,"Health Care, Medical, Software, Task Management","Great Barrington, Massachusetts, United States, North America",,https://www.dock.health,Dock Health,https://www.crunchbase.com/organization/dock-health
Series A - Woltair,https://www.crunchbase.com/funding_round/topite-series-a--5586d09d,Series A,20500000,EUR,21927173,2023-06-07,5,6,Integrator of Buildings Decarbonisation supported by Saas for Craftsmen,"Apps, Renewable Energy, Solar","Prague, Hlavni mesto Praha, Czech Republic, Europe",,https://www.woltair.cz,Woltair,https://www.crunchbase.com/organization/topite
Series B - Elementl,https://www.crunchbase.com/funding_round/elementl-series-b--269b781e,Series B,33000000,USD,33000000,2023-05-24,8,3,Elementl empowers organization to build a productive and scalable data platform.,"Big Data, Cloud Data Services, Software","San Francisco, California, United States, North America",,https://www.elementl.com,Elementl,https://www.crunchbase.com/organization/elementl
Series A - RxLightning,https://www.crunchbase.com/funding_round/rxlightning-series-a--8b532b1c,Series A,17500000,USD,17500000,2023-06-06,6,4,RxLightning automates the manual enrollment process of starting a patient on specialty medications.,"Information Services, Information Technology, Productivity Tools, Software","New Albany, Indiana, United States, North America",,https://www.rxlightning.com/,RxLightning,https://www.crunchbase.com/organization/rxlightning
Series A - Orbital Witness,https://www.crunchbase.com/funding_round/orbital-witness-series-a--7b094ff1,Series A,7500000,EUR,8113809,2023-05-19,6,5,A LegalTech-meets-PropTech startup replacing legacy legal due diligence in property transactions with a legal risk rating.,"Consulting, Information Services, Legal, Legal Tech, Real Estate","London, England, United Kingdom, Europe",,https://www.orbitalwitness.com/,Orbital Witness,https://www.crunchbase.com/organization/orbital-witness
Series A - Satellite Vu,https://www.crunchbase.com/funding_round/global-satellite-vu-series-a--8d0888c9,Series A,12700000,GBP,15709830,2023-05-24,1,4,Satellite Vu An Earth Observation and satellite imagery analytics company deriving insights into economic activity,"Aerospace, Analytics, Geospatial","London, England, United Kingdom, Europe",Less than $1M,http://www.satellitevu.com,Satellite Vu,https://www.crunchbase.com/organization/global-satellite-vu
Series A - Cormint Data Systems,https://www.crunchbase.com/funding_round/cormint-data-systems-series-a--0de67e5e,Series A,30000000,USD,30000000,2023-05-16,3,1,Cormint Data Systems can simplify your data center operations and management by providing a comprehensive consolidated management.,"Computer, Network Security","New Hartford, New York, United States, North America",,https://www.cormint.com/,Cormint Data Systems,https://www.crunchbase.com/organization/cormint-data-systems
Series B - Lingxin Digital Technology,https://www.crunchbase.com/funding_round/xiling-information-series-b--578735d8,Series B,100000000,CNY,14216661,2023-05-22,1,1,Lingxin Digital Technology is an emerging data security company facing the era of zero trust.,"Big Data, Cloud Computing, Security","Hangzhou, Zhejiang, China, Asia",,https://www.xilinginfo.com/sy,Lingxin Digital Technology,https://www.crunchbase.com/organization/xiling-information
Series A - HyperPlay,https://www.crunchbase.com/funding_round/hyperplay-series-a--2d24e289,Series A,12000000,USD,12000000,2023-06-08,8,1,"HyperPlay is a web3-native game launcher that enables players to carry their wallet, NFTs, tokens, and achievements into every game.","Blockchain, Gaming, Web Hosting","Newark, Delaware, United States, North America",,https://www.hyperplay.xyz,HyperPlay,https://www.crunchbase.com/organization/hyperplay
