Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Ripple Software,https://www.crunchbase.com/funding_round/ripple-software-seed--09a232cb,Seed,,,,2023-05-31,,1,Ripple Software is an AIGC liquid-cooled computing power infrastructure technology company,"Artificial Intelligence, Cloud Infrastructure, Software","Hangzhou, Zhejiang, China, Asia",,https://www.raibo.org.cn/,Ripple Software,https://www.crunchbase.com/organization/ripple-software
Seed Round - Invera,https://www.crunchbase.com/funding_round/invera-57e5-seed--86639251,Seed,,,,2023-05-24,1,1,Invera is a fintech company that provides technological and consulting services to businesses with software and artificial intelligence.,"Artificial Intelligence, Financial Services, FinTech, Software","Córdoba, Cordoba, Argentina, South America",,https://invera.io,Invera,https://www.crunchbase.com/organization/invera-57e5
Seed Round - Circly,https://www.crunchbase.com/funding_round/ordito-seed--57b58d60,Seed,,,,2023-06-06,6,2,Machine Learning based Prediction System for the retail sector to forecast demand - PaaS - save resources!,"Artificial Intelligence, Machine Learning, Predictive Analytics, Retail, SaaS, Supply Chain Management","Vienna, Wien, Austria, Europe",,https://www.circly.at,Circly,https://www.crunchbase.com/organization/ordito
Seed Round - x-cardiac,https://www.crunchbase.com/funding_round/x-cardiac-seed--662a22f2,Seed,,,,2023-05-24,1,2,x-cardiac has developed artificial intelligence-based systems to prevent life-threatening complications after heart surgery.,"Artificial Intelligence, Big Data, Health Care, Software","Berlin, Berlin, Germany, Europe",,https://www.xcardiac.com/,x-cardiac,https://www.crunchbase.com/organization/x-cardiac
Pre Seed Round - Bettermaps,https://www.crunchbase.com/funding_round/bettermaps-pre-seed--4c50ee75,Pre-Seed,200000,EUR,214219,2023-05-29,,1,Bettermaps combines digital cartography with artificial intelligence to create accurate and unique digital maps.,"Artificial Intelligence, Consulting, Information Technology","Oviedo, Asturias, Spain, Europe",,https://www.bettermaps.ai/,Bettermaps,https://www.crunchbase.com/organization/bettermaps
Seed Round - Bangding Wisdom,https://www.crunchbase.com/funding_round/bangding-wisdom-seed--b518c02b,Seed,10000000,CNY,1421241,2023-05-18,2,1,Bangding Wisdom focuses on self-developed industrial AI modeling and simulation engines.,"Artificial Intelligence, Industrial, Manufacturing, Oil and Gas","Shanghai, Shanghai, China, Asia",,http://www.pan-support.com/,Bangding Wisdom,https://www.crunchbase.com/organization/bangding-wisdom
Seed Round - Graphext,https://www.crunchbase.com/funding_round/graphext-seed--d2afa7bd,Seed,4600000,USD,4600000,2023-06-13,5,6,Graphext is a company that creates a dimensional reduction and clustering platforms.,"Analytics, Big Data, Business Intelligence, Data Visualization, Predictive Analytics","Madrid, Madrid, Spain, Europe",,http://graphext.com,Graphext,https://www.crunchbase.com/organization/graphext
Seed Round - Copresence,https://www.crunchbase.com/funding_round/copresence-seed--6af2a808,Seed,2750000,USD,2750000,2023-05-18,,1,Copresence is a AI and software platform offers a digital avatar solution for the connected world.,"Artificial Intelligence, Gaming","Zürich, Zurich, Switzerland, Europe",,https://copresence.tech/,Copresence,https://www.crunchbase.com/organization/copresence
Pre Seed Round - Edutechs,https://www.crunchbase.com/funding_round/edutechs-pre-seed--9e4df8cf,Pre-Seed,,,,2023-06-08,1,1,Edutechs offers inclusive education system that promotes equity.,"Education, Information Technology, Machine Learning, Software","Middletown, Delaware, United States, North America",,https://edutechs.app/Welcome,Edutechs,https://www.crunchbase.com/organization/edutechs
Pre Seed Round - Calvin Risk,https://www.crunchbase.com/funding_round/calvin-risk-pre-seed--fd68b952,Pre-Seed,,,,2023-06-01,3,2,Provides comprehensive and quantitative solutions to assess and manage the risks of AI algorithms in commercial use,"Artificial Intelligence, Consulting, Risk Management, Software","Zürich, Zurich, Switzerland, Europe",,https://www.calvin-risk.com/,Calvin Risk,https://www.crunchbase.com/organization/calvin-risk
Seed Round - TamedAI,https://www.crunchbase.com/funding_round/tamedai-seed--380a8109,Seed,,,,2023-06-07,1,1,"TamedAI is building AI-based systems by combining simple economic solutions, software engineering expertise and excellence in algorithms.","Artificial Intelligence, Software","Essen, Nordrhein-Westfalen, Germany, Europe",,https://tamed.ai,TamedAI,https://www.crunchbase.com/organization/tamedai
Pre Seed Round - MOVE ON,https://www.crunchbase.com/funding_round/move-on-fddd-pre-seed--c2c71608,Pre-Seed,5000000,TRY,212768,2023-06-09,3,1,AI Based Agtech Solutions,"Agriculture, AgTech, Artificial Intelligence, Autonomous Vehicles, Cloud Management","Istanbul, Istanbul, Turkey, Europe",,https://www.moveon.ai/,MOVE ON,https://www.crunchbase.com/organization/move-on-fddd
Seed Round - Finpilot,https://www.crunchbase.com/funding_round/finpilot-seed--3fcc750a,Seed,500000,USD,500000,2023-06-02,2,1,Finpilot uses artificial intelligence to explore publicly available corporate files and respond to research requests in natural language.,"Artificial Intelligence, Cloud Data Services, Finance, Predictive Analytics, Software","Seattle, Washington, United States, North America",,https://www.finpilot.ai,Finpilot,https://www.crunchbase.com/organization/finpilot
Seed Round - Sentispec,https://www.crunchbase.com/funding_round/sentispec-seed--63ea12d4,Seed,25000000,DKK,3599095,2023-05-30,2,2,Intelligent computer vision for business automation.,"Artificial Intelligence, Computer Vision, Logistics","Vejle, Syddanmark, Denmark, Europe",,https://www.sentispec.com,Sentispec,https://www.crunchbase.com/organization/sentispec
Pre Seed Round - AssayMe,https://www.crunchbase.com/funding_round/assayme-pre-seed--dda7e73a,Pre-Seed,,,,2023-06-05,1,5,AssayMe app is a personal Wellness & Health Assistant enables patients to monitor health and prevent medical problems,"Apps, Artificial Intelligence, Health Care, Health Diagnostics, Information Services, Information Technology, Mobile","Brooklyn, New York, United States, North America",,https://assayme.cc,AssayMe,https://www.crunchbase.com/organization/assayme
Pre Seed Round - Stylee,https://www.crunchbase.com/funding_round/stylee-pre-seed--8fd6bbef,Pre-Seed,2000000,SEK,183612,2023-06-20,1,1,Stylee is a pioneer in applying cutting-edge picture AI functionalities to assist clients in finding garments.,Artificial Intelligence,"Stockholm, Stockholms Lan, Sweden, Europe",,https://stylee.co,Stylee,https://www.crunchbase.com/organization/stylee
Seed Round - Oceans BIo,https://www.crunchbase.com/funding_round/oceans-bio-seed--7087db33,Seed,,,,2023-05-15,4,3,Oceans BIo use AI technology to treat epilepsy.,"Artificial Intelligence, Health Care, Medical","Seongnam, Kyonggi-do, South Korea, Asia",,https://oceansbio.com/,Oceans BIo,https://www.crunchbase.com/organization/oceans-bio
Seed Round - StellarRover,https://www.crunchbase.com/funding_round/stellarrover-seed--1bc01b7a,Seed,,,,2023-05-17,2,1,StellarRover is working on creating an AI assistant that might perhaps comprehend human language better in order to assist users.,"Artificial Intelligence, Language Learning, Machine Learning","Central, Hong Kong Island, Hong Kong, Asia",,,StellarRover,https://www.crunchbase.com/organization/stellarrover
Pre Seed Round - Milvus Robotics,https://www.crunchbase.com/funding_round/milvus-robotics-pre-seed--7d064bae,Pre-Seed,600000,USD,600000,2023-06-05,1,1,Milvus Robotics offers Autonomous Mobile Robots (AMRs) that change the way the world looks at robotics.,"Artificial Intelligence, Industrial Automation, Robotics","Yenimahalle, Ankara, Turkey, Europe",$1M to $10M,http://milvusrobotics.com,Milvus Robotics,https://www.crunchbase.com/organization/milvus-robotics
Seed Round - uWare Robotics,https://www.crunchbase.com/funding_round/uware-robotics-seed--31ed3c36,Seed,500000,EUR,535172,2023-06-01,,1,uWare Robotics is an innovative company specializing in underwater robotics. We are developing Autonomous Underwater Vehicles (AUV).,"Artificial Intelligence, Robotics","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",,https://uware.io/,uWare Robotics,https://www.crunchbase.com/organization/uware-robotics
Seed Round - Bluesignum,https://www.crunchbase.com/funding_round/bluesignum-seed--d3408af6,Seed,,,,2023-05-15,2,4,Bluesignum develops a digital mental health guide to help people self-manage their mental health.,"Artificial Intelligence, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://www.bluesignum.com/,Bluesignum,https://www.crunchbase.com/organization/bluesignum
Seed Round - Trapol8,https://www.crunchbase.com/funding_round/trapol8-seed--db07418a,Seed,975000,USD,975000,2023-05-30,,1,Trapol8 is a no-code tool that allows non-technical users to build relational databases and streamline their document management processes.,"Artificial Intelligence, Document Management, Software","Dallas, Texas, United States, North America",,https://www.trapol8.com/,Trapol8,https://www.crunchbase.com/organization/trapol8
Pre Seed Round - Plaiview,https://www.crunchbase.com/funding_round/plaiview-pre-seed--737a570a,Pre-Seed,350000,USD,350000,2023-05-30,,1,Plaiview's objective is to democratise football by enabling players at every level around the world.,"Artificial Intelligence, Sports, Training","Herzliya, Tel Aviv, Israel, Asia",,http://plaiview.com,Plaiview,https://www.crunchbase.com/organization/plaiview
Pre Seed Round - Foliume,https://www.crunchbase.com/funding_round/foliume-pre-seed--3c318c43,Pre-Seed,270000,EUR,292097,2023-05-19,1,1,Foliume is an artificial intelligence solutions that prevent customer churn and increase cross-selling.,"Artificial Intelligence, Customer Service, Finance, Insurance","Madrid, Madrid, Spain, Europe",,https://www.foliume.com/,Foliume,https://www.crunchbase.com/organization/foliume
Pre Seed Round - Heartspace,https://www.crunchbase.com/funding_round/heartspace-8596-pre-seed--27269fdf,Pre-Seed,4500000,SEK,415613,2023-05-29,,1,Heartspace provides a PR solution powered by AI that can assist you in reaching your target audience and disseminating your message.,"Artificial Intelligence, Information Technology","Stockholm, Stockholms Lan, Sweden, Europe",,https://www.heartspace.ai,Heartspace,https://www.crunchbase.com/organization/heartspace-8596
Pre Seed Round - Artiwise,https://www.crunchbase.com/funding_round/artiwise-pre-seed--203689a5,Pre-Seed,600000,USD,600000,2023-06-01,1,2,Artiwise gathers all client feedback on a single platform by monitoring all customer communication channels.,"Analytics, Artificial Intelligence, Information Technology, Machine Learning","Istanbul, Istanbul, Turkey, Europe",,https://artiwise.com/,Artiwise,https://www.crunchbase.com/organization/artiwise
Pre Seed Round - AI Product Plaza,https://www.crunchbase.com/funding_round/ai-product-plaza-pre-seed--5591addd,Pre-Seed,3000,USD,3000,2023-05-20,,1,AI Product Plaza is an innovative online marketplace that focuses exclusively on AI products.,"Artificial Intelligence, E-Commerce","Charleston, South Carolina, United States, North America",,https://aiproductplaza.com/,AI Product Plaza,https://www.crunchbase.com/organization/ai-product-plaza
Seed Round - Start Left™ Security,https://www.crunchbase.com/funding_round/tauruseer-seed--58b5b356,Seed,3000000,USD,3000000,2023-06-08,6,3,Transforming security to meet the needs of modern software development.,"Big Data, Cloud Security, Cyber Security, Machine Learning, Predictive Analytics, Risk Management, Software, Software Engineering","Jacksonville Beach, Florida, United States, North America",,https://www.startleftsecurity.com/,Start Left™ Security,https://www.crunchbase.com/organization/tauruseer
Seed Round - Liberty Leaf AI,https://www.crunchbase.com/funding_round/liberty-leaf-ai-seed--1c2f612d,Seed,,,,2023-05-15,,1,"Liberty Leaf AI is an AI FinTech Start Up Revolutionizing Wall Street with AI-Cryptocurrency, AI-Securities, AI-Weapons & AI-Robots","Artificial Intelligence, Blockchain, Cannabis, Cryptocurrency, Finance, Machine Learning","Albany, New York, United States, North America",,https://libertyleaf.ai/,Liberty Leaf AI,https://www.crunchbase.com/organization/liberty-leaf-ai
Seed Round - Maximal Learning,https://www.crunchbase.com/funding_round/maximal-learning-seed--be51d62f,Seed,5700000,USD,5700000,2023-05-31,6,1,Maximum Education utilizing AI to help each student reach their full potential.,"Artificial Intelligence, EdTech, Education","Bellevue, Washington, United States, North America",,https://www.maximallearning.com,Maximal Learning,https://www.crunchbase.com/organization/maximal-learning
Seed Round - SERA Intelligence,https://www.crunchbase.com/funding_round/sera-intelligence-seed--c83b3239,Seed,3200000,EUR,3422276,2023-05-31,3,2,SERA Intelligence is an AgTech company that offers a cultivation management & analytics platform for greenhouses using machine learning.,"AgTech, Analytics, Horticulture, Machine Learning","Meilen, Zurich, Switzerland, Europe",,https://www.sera.ag/,SERA Intelligence,https://www.crunchbase.com/organization/sera-intelligence
Seed Round - NExTNet,https://www.crunchbase.com/funding_round/nextnetinc-seed--59f27ec4,Seed,1300000,USD,1300000,2023-05-31,3,1,NExTNet is a Silicon Valley Venture-backed Generative AI technology startup.,"Artificial Intelligence, Biotechnology, Pharmaceutical","San Francisco, California, United States, North America",,https://www.nextnetinc.com/,NExTNet,https://www.crunchbase.com/organization/nextnetinc
Seed Round - Ferretly,https://www.crunchbase.com/funding_round/ferretly-seed--a1b22686,Seed,1500000,USD,1500000,2023-05-31,2,2,Eliminate your digital blind spots with Ferrety's AI-powered social media screening platform,"Artificial Intelligence, Human Resources, Information Technology, Machine Learning, Software","Easton, Maryland, United States, North America",,https://www.ferretly.com,Ferretly,https://www.crunchbase.com/organization/ferretly
Pre Seed Round - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-pre-seed--341e013d,Pre-Seed,500000,USD,500000,2023-06-09,2,3,"Europe’s 1st Smart Driving App Powered by AI Computer Vision towards Safer, Greener and Smarter Mobility","Artificial Intelligence, Auto Insurance, Car Sharing, Computer Vision, InsurTech, Logistics, Machine Learning, Mobile Apps","Aachen, Nordrhein-Westfalen, Germany, Europe",,http://www.artificient.de,Artificient Mobility Intelligence,https://www.crunchbase.com/organization/artificient-mobility-intelligence
Seed Round - Laxis,https://www.crunchbase.com/funding_round/laxis-seed--e0b5962e,Seed,,,,2023-06-06,2,3,Laxis is the AI meeting assistants for revenue teams.,"Artificial Intelligence, Software","San Francisco, California, United States, North America",,https://www.laxis.com/,Laxis,https://www.crunchbase.com/organization/laxis
